image,min_side_640,max_side_640,min_side_native,size_bin,v_inst,v_bg,dv,a_contrast,blur_var
train/IMG_0877.jpg,77.92,100.83,498.7,64-128px,146.6,108.2,38.4,6.15,289.8
train/IMG_0877.jpg,77.92,88.75,498.7,64-128px,125.9,96.6,29.3,6.11,922.5
train/IMG_0877.jpg,35.83,60.42,229.3,32-64px,169.9,100.9,69.0,4.97,263.5
train/IMG_0877.jpg,14.17,77.92,90.7,<16px,184.0,99.3,84.7,0.69,541.9
train/IMG_0877.jpg,32.5,35.42,208.0,32-64px,92.0,92.5,-0.5,1.74,344.3
train/IMG_0877.jpg,14.58,18.33,93.3,<16px,100.3,90.4,10.0,1.8,43.7
train/IMG_0877.jpg,17.92,27.92,114.7,16-32px,61.5,66.5,-5.1,0.11,102.3
train/IMG_0877.jpg,14.58,20.0,93.3,<16px,91.2,63.7,27.5,5.47,17.2
train/IMG_0877.jpg,19.17,22.5,122.7,16-32px,68.5,75.1,-6.6,2.3,27.2
train/IMG_0877.jpg,16.25,17.92,104.0,16-32px,146.7,104.0,42.7,2.94,22.8
train/IMG_0879.jpg,95.83,102.92,613.3,64-128px,169.7,117.8,51.9,0.22,626.3
train/IMG_0879.jpg,73.33,87.5,469.3,64-128px,174.7,122.9,51.7,2.28,1151.1
train/IMG_0879.jpg,85.0,89.58,544.0,64-128px,178.1,111.6,66.5,4.11,1858.2
train/IMG_0879.jpg,90.0,95.0,576.0,64-128px,160.8,101.4,59.4,4.75,619.7
train/IMG_0879.jpg,52.92,87.5,338.7,32-64px,136.5,93.4,43.1,4.02,326.5
train/IMG_0879.jpg,79.17,80.83,506.7,64-128px,195.2,143.1,52.2,5.92,460.1
train/IMG_0879.jpg,22.92,51.25,146.7,16-32px,135.3,131.0,4.4,3.09,78.0
train/IMG_0879.jpg,47.08,101.25,301.3,32-64px,144.7,93.3,51.4,5.48,300.9
train/IMG_0879.jpg,44.17,52.5,282.7,32-64px,127.0,117.0,10.0,2.79,154.9
train/IMG_0879.jpg,22.5,28.33,144.0,16-32px,116.9,78.1,38.7,4.29,94.7
train/IMG_0879.jpg,30.42,39.17,194.7,16-32px,200.1,131.1,69.0,5.62,123.5
train/IMG_0879.jpg,21.67,27.08,138.7,16-32px,136.2,167.9,-31.7,3.0,64.9
train/IMG_0879.jpg,25.0,39.17,160.0,16-32px,129.4,124.1,5.4,3.88,132.6
train/IMG_0879.jpg,30.42,42.08,194.7,16-32px,107.9,120.6,-12.6,4.16,152.6
train/IMG_0879.jpg,18.33,30.42,117.3,16-32px,100.8,93.8,6.9,3.1,32.9
train/IMG_0882.jpg,77.08,89.17,493.3,64-128px,129.8,95.2,34.6,10.99,584.4
train/IMG_0882.jpg,99.58,102.92,637.3,64-128px,167.4,94.0,73.4,6.84,888.3
train/IMG_0882.jpg,75.83,83.33,485.3,64-128px,136.0,115.5,20.5,1.73,654.8
train/IMG_0884.jpg,55.42,55.83,354.7,32-64px,178.6,107.8,70.9,4.01,2157.4
train/IMG_0884.jpg,57.92,65.83,370.7,32-64px,147.8,98.6,49.2,4.25,1473.4
train/IMG_0884.jpg,61.67,63.75,394.7,32-64px,162.5,133.3,29.2,2.72,1602.3
train/IMG_0884.jpg,29.58,47.08,189.3,16-32px,183.8,121.6,62.2,2.65,648.8
train/IMG_0884.jpg,23.75,30.83,152.0,16-32px,119.4,91.5,27.9,3.35,94.7
train/IMG_0884.jpg,48.75,60.0,312.0,32-64px,125.7,111.0,14.6,3.97,3014.0
train/IMG_0884.jpg,19.17,38.33,122.7,16-32px,110.2,101.5,8.7,3.03,349.5
train/IMG_0884.jpg,59.58,60.42,381.3,32-64px,134.0,96.0,37.9,3.97,2488.7
train/IMG_0884.jpg,57.92,60.83,370.7,32-64px,180.4,123.1,57.3,3.82,2066.4
train/IMG_0884.jpg,50.83,51.25,325.3,32-64px,161.8,120.4,41.4,2.58,1051.4
train/IMG_0884.jpg,38.75,45.42,248.0,32-64px,171.0,133.6,37.4,2.64,921.2
train/IMG_0884.jpg,39.58,42.08,253.3,32-64px,122.2,117.2,5.0,0.28,1229.4
train/IMG_0884.jpg,50.0,50.42,320.0,32-64px,163.8,105.1,58.7,2.32,1295.8
train/IMG_0884.jpg,39.58,48.33,253.3,32-64px,158.4,129.4,29.0,1.44,1099.5
train/IMG_0884.jpg,45.42,48.75,290.7,32-64px,158.4,135.2,23.1,3.59,1100.9
train/IMG_0884.jpg,36.25,50.42,232.0,32-64px,105.2,101.4,3.9,2.63,644.4
train/IMG_0884.jpg,47.5,58.33,304.0,32-64px,159.4,114.1,45.3,6.0,1793.0
train/IMG_0884.jpg,41.67,49.58,266.7,32-64px,87.1,83.3,3.8,2.23,1366.1
train/IMG_0884.jpg,30.0,52.5,192.0,16-32px,120.1,118.6,1.4,4.85,1476.8
train/IMG_0884.jpg,26.67,52.5,170.7,16-32px,178.6,101.5,77.2,2.81,987.1
train/IMG_0884.jpg,59.17,65.0,378.7,32-64px,108.5,113.4,-4.9,4.7,1371.2
train/IMG_0884.jpg,30.83,65.42,197.3,16-32px,154.8,120.9,33.9,4.03,1146.5
train/IMG_0884.jpg,29.58,42.08,189.3,16-32px,99.0,120.5,-21.4,3.21,419.7
train/IMG_0884.jpg,42.5,52.92,272.0,32-64px,141.7,102.7,39.0,4.78,886.9
train/IMG_0884.jpg,47.08,50.83,301.3,32-64px,133.0,140.0,-7.0,3.15,1105.6
train/IMG_0884.jpg,9.58,13.33,61.3,<16px,161.9,89.9,72.0,2.33,60.9
train/IMG_0884.jpg,32.5,36.67,208.0,32-64px,121.5,92.9,28.6,2.26,216.4
train/IMG_0884.jpg,14.17,17.08,90.7,<16px,113.8,73.8,40.0,2.21,36.8
train/IMG_0884.jpg,29.58,43.75,189.3,16-32px,154.0,111.4,42.6,1.31,2864.2
train/IMG_0884.jpg,7.92,8.33,50.7,<16px,104.9,107.9,-3.0,3.41,23.3
train/IMG_0884.jpg,17.5,38.33,112.0,16-32px,90.9,109.9,-19.0,0.46,596.1
train/IMG_0884.jpg,19.58,22.5,125.3,16-32px,107.9,105.2,2.8,1.26,74.0
train/IMG_0884.jpg,14.17,32.92,90.7,<16px,78.3,129.2,-50.9,4.05,145.5
train/IMG_0884.jpg,19.17,19.17,122.7,16-32px,65.9,106.4,-40.5,4.84,55.0
train/IMG_0884.jpg,25.83,26.25,165.3,16-32px,72.3,81.3,-9.0,0.41,366.5
train/IMG_0884.jpg,18.75,18.75,120.0,16-32px,69.7,92.4,-22.7,2.68,94.5
train/IMG_0884.jpg,16.67,24.58,106.7,16-32px,162.0,157.8,4.2,0.62,70.2
train/IMG_0884.jpg,18.33,22.08,117.3,16-32px,129.8,106.2,23.7,3.37,182.8
train/IMG_0884.jpg,9.17,14.17,58.7,<16px,171.2,117.3,53.9,4.24,19.1
train/IMG_0885.jpg,61.25,62.92,392.0,32-64px,158.4,143.5,14.8,4.4,3185.3
train/IMG_0885.jpg,78.33,78.75,501.3,64-128px,161.2,114.0,47.2,6.28,1489.0
train/IMG_0885.jpg,69.17,70.83,442.7,64-128px,194.7,115.1,79.6,2.75,1387.2
train/IMG_0885.jpg,74.58,80.0,477.3,64-128px,159.9,123.4,36.5,4.45,2600.2
train/IMG_0885.jpg,50.83,52.5,325.3,32-64px,107.0,128.6,-21.6,1.63,1534.9
train/IMG_0885.jpg,80.0,85.0,512.0,64-128px,126.5,138.0,-11.5,2.4,1392.1
train/IMG_0885.jpg,30.0,48.75,192.0,16-32px,120.1,140.1,-20.0,1.25,385.9
train/IMG_0885.jpg,30.0,48.33,192.0,16-32px,119.8,139.5,-19.7,1.14,377.8
train/IMG_0885.jpg,16.25,18.75,104.0,16-32px,134.9,110.8,24.1,3.78,46.0
train/IMG_0885.jpg,36.25,42.92,232.0,32-64px,136.9,129.0,7.9,5.07,318.6
train/IMG_0885.jpg,23.33,23.33,149.3,16-32px,163.6,144.9,18.7,0.41,126.4
train/IMG_0885.jpg,15.42,30.83,98.7,<16px,153.3,155.3,-2.0,1.33,146.4
train/IMG_0885.jpg,19.17,27.5,122.7,16-32px,165.4,125.7,39.7,2.35,260.9
train/IMG_0886.jpg,79.17,87.5,506.7,64-128px,146.9,128.8,18.0,1.93,1283.1
train/IMG_0886.jpg,103.33,104.17,661.3,64-128px,163.0,110.5,52.5,5.64,1317.4
train/IMG_0886.jpg,92.5,113.33,592.0,64-128px,171.2,128.3,42.8,3.1,888.6
train/IMG_0886.jpg,97.08,103.75,621.3,64-128px,159.0,104.3,54.7,9.21,858.0
train/IMG_0886.jpg,89.17,93.75,570.7,64-128px,167.5,107.4,60.2,9.33,430.1
train/IMG_0886.jpg,80.42,90.83,514.7,64-128px,141.3,104.1,37.2,8.32,502.8
train/IMG_0886.jpg,47.08,52.92,301.3,32-64px,126.1,61.7,64.4,6.36,42.3
train/IMG_0886.jpg,38.33,40.83,245.3,32-64px,90.8,86.7,4.1,0.73,661.5
train/IMG_0886.jpg,28.75,34.58,184.0,16-32px,100.0,88.6,11.4,1.09,129.0
train/IMG_0887.jpg,82.08,86.25,525.3,64-128px,136.9,119.0,17.9,2.37,2304.1
train/IMG_0887.jpg,51.67,70.83,330.7,32-64px,96.7,135.2,-38.5,1.2,759.9
train/IMG_0887.jpg,81.67,84.58,522.7,64-128px,113.9,83.5,30.4,3.63,1269.7
train/IMG_0888.jpg,109.58,123.33,701.3,64-128px,130.1,124.7,5.4,3.07,1188.9
train/IMG_0888.jpg,130.83,131.67,837.3,>=128px,157.1,107.7,49.4,0.88,1642.2
train/IMG_0888.jpg,78.75,113.75,504.0,64-128px,187.8,120.3,67.6,1.54,2911.2
train/IMG_0888.jpg,29.58,32.5,189.3,16-32px,203.1,127.8,75.3,0.29,65.1
train/IMG_0888.jpg,16.67,25.0,106.7,16-32px,121.3,66.2,55.1,7.61,26.1
train/IMG_0888.jpg,23.33,26.67,149.3,16-32px,96.0,45.6,50.4,5.27,61.5
train/IMG_0889.jpg,128.75,132.08,824.0,>=128px,157.1,106.7,50.4,0.87,1677.4
train/IMG_0889.jpg,106.25,123.75,680.0,64-128px,128.2,123.7,4.4,2.89,1140.4
train/IMG_0889.jpg,5.0,22.92,32.0,<16px,77.8,103.2,-25.4,0.98,66.0
train/IMG_0889.jpg,79.58,115.42,509.3,64-128px,184.6,114.0,70.5,1.78,3134.0
train/IMG_0889.jpg,30.42,32.92,194.7,16-32px,199.8,120.3,79.5,0.17,79.2
train/IMG_0889.jpg,22.08,26.25,141.3,16-32px,90.3,44.0,46.3,4.98,47.5
train/IMG_0889.jpg,22.08,22.92,141.3,16-32px,147.3,68.6,78.7,2.05,52.5
train/IMG_0890.jpg,61.25,72.92,392.0,32-64px,124.1,144.5,-20.4,5.46,1581.8
train/IMG_0890.jpg,78.33,94.58,501.3,64-128px,199.0,128.6,70.4,4.47,1493.5
train/IMG_0890.jpg,48.75,56.25,312.0,32-64px,159.8,126.2,33.6,4.94,130.7
train/IMG_0890.jpg,60.0,64.17,384.0,32-64px,123.1,126.2,-3.2,3.97,764.6
train/IMG_0890.jpg,46.25,52.08,296.0,32-64px,170.4,136.3,34.2,5.1,704.7
train/IMG_0890.jpg,56.67,65.0,362.7,32-64px,146.7,89.0,57.7,11.56,141.0
train/IMG_0890.jpg,45.42,51.67,290.7,32-64px,161.0,87.3,73.7,7.96,55.8
train/IMG_0890.jpg,48.33,48.33,309.3,32-64px,181.8,121.1,60.7,3.88,56.5
train/IMG_0890.jpg,36.25,39.17,232.0,32-64px,178.6,126.5,52.1,6.14,83.0
train/IMG_0890.jpg,46.67,95.0,298.7,32-64px,138.7,104.7,34.0,13.64,542.7
train/IMG_0891.jpg,74.17,89.17,474.7,64-128px,205.2,129.4,75.7,4.85,358.4
train/IMG_0891.jpg,54.17,65.0,346.7,32-64px,128.6,150.5,-21.9,5.24,66.5
train/IMG_0891.jpg,53.75,60.42,344.0,32-64px,153.8,94.4,59.4,11.76,260.5
train/IMG_0891.jpg,45.42,49.58,290.7,32-64px,161.6,92.8,68.8,7.47,777.2
train/IMG_0891.jpg,47.5,49.17,304.0,32-64px,183.2,115.7,67.5,3.78,1425.4
train/IMG_0891.jpg,37.92,38.75,242.7,32-64px,177.4,133.6,43.8,7.4,1500.9
train/IMG_0891.jpg,66.67,94.17,426.7,64-128px,139.5,110.8,28.7,12.78,618.9
train/IMG_0891.jpg,55.42,61.25,354.7,32-64px,123.7,128.2,-4.5,4.6,527.9
train/IMG_0891.jpg,43.75,49.17,280.0,32-64px,169.6,136.3,33.3,4.57,257.6
train/IMG_0891.jpg,20.83,26.25,133.3,16-32px,177.0,114.4,62.6,5.0,119.6
train/IMG_0891.jpg,15.0,44.17,96.0,<16px,92.5,143.0,-50.5,4.9,79.3
train/IMG_0891.jpg,22.5,32.08,144.0,16-32px,114.3,112.1,2.2,3.01,71.2
train/IMG_0891.jpg,15.0,45.42,96.0,<16px,93.1,143.2,-50.1,4.87,82.2
train/IMG_0891.jpg,25.83,27.08,165.3,16-32px,119.8,126.8,-7.0,5.43,177.9
train/IMG_0891.jpg,46.25,55.0,296.0,32-64px,161.7,126.2,35.5,4.63,310.6
train/IMG_0891.jpg,13.33,15.42,85.3,<16px,119.5,122.2,-2.7,8.97,79.9
train/IMG_0891.jpg,24.58,31.67,157.3,16-32px,120.4,125.9,-5.5,1.59,929.7
train/IMG_0891.jpg,5.83,21.67,37.3,<16px,143.8,137.0,6.8,5.85,146.6
train/IMG_0891.jpg,14.58,30.42,93.3,<16px,92.3,104.0,-11.8,0.83,201.4
train/IMG_0891.jpg,11.25,15.83,72.0,<16px,113.0,96.8,16.3,2.91,104.2
train/IMG_0892.jpg,49.58,53.33,317.3,32-64px,221.6,174.2,47.5,3.07,1528.9
train/IMG_0892.jpg,62.08,67.92,397.3,32-64px,160.5,148.5,12.0,0.98,1845.8
train/IMG_0892.jpg,47.92,48.33,306.7,32-64px,138.6,89.9,48.7,0.56,231.8
train/IMG_0892.jpg,57.08,64.58,365.3,32-64px,177.7,138.2,39.5,4.15,635.6
train/IMG_0892.jpg,64.17,64.17,410.7,64-128px,159.1,87.3,71.9,5.55,370.1
train/IMG_0892.jpg,35.83,38.75,229.3,32-64px,110.9,81.9,29.0,2.28,66.8
train/IMG_0892.jpg,17.08,25.0,109.3,16-32px,168.0,167.3,0.6,4.42,148.8
train/IMG_0892.jpg,23.75,48.33,152.0,16-32px,141.4,141.8,-0.4,1.51,373.3
train/IMG_0892.jpg,17.5,17.92,112.0,16-32px,137.6,110.8,26.8,3.46,22.0
train/IMG_0894.jpg,118.33,120.42,757.3,64-128px,163.7,133.8,29.8,3.75,1054.3
train/IMG_0894.jpg,70.0,93.75,448.0,64-128px,159.5,122.2,37.4,3.19,1058.2
train/IMG_0894.jpg,93.75,95.42,600.0,64-128px,167.1,114.3,52.8,2.89,887.6
train/IMG_0894.jpg,52.5,70.83,336.0,32-64px,185.5,126.1,59.4,0.96,922.0
train/IMG_0894.jpg,52.08,53.75,333.3,32-64px,197.7,122.5,75.2,2.32,958.7
train/IMG_0894.jpg,51.67,57.92,330.7,32-64px,166.4,105.9,60.4,6.21,172.4
train/IMG_0894.jpg,30.42,33.75,194.7,16-32px,135.9,101.1,34.8,5.23,72.0
train/IMG_0894.jpg,27.08,36.25,173.3,16-32px,132.5,121.3,11.2,0.96,157.4
train/IMG_0894.jpg,21.25,29.58,136.0,16-32px,116.3,129.8,-13.5,5.0,44.3
train/IMG_0894.jpg,19.58,56.25,125.3,16-32px,119.9,142.9,-23.0,6.2,449.4
train/IMG_0894.jpg,19.58,29.58,125.3,16-32px,125.0,142.9,-17.9,5.17,320.7
train/IMG_0894.jpg,9.17,28.33,58.7,<16px,110.0,130.7,-20.7,4.4,48.8
train/IMG_0894.jpg,13.33,24.17,85.3,<16px,149.8,148.3,1.5,1.02,49.8
train/IMG_0895.jpg,37.5,39.17,240.0,32-64px,173.8,128.2,45.6,6.0,376.0
train/IMG_0895.jpg,21.67,34.17,138.7,16-32px,141.5,123.4,18.1,5.7,159.3
train/IMG_0895.jpg,23.75,30.42,152.0,16-32px,112.8,127.9,-15.1,4.9,151.2
train/IMG_0895.jpg,34.58,40.0,221.3,32-64px,182.8,119.6,63.3,4.84,470.2
train/IMG_0895.jpg,42.5,51.25,272.0,32-64px,145.6,118.7,26.9,3.76,457.6
train/IMG_0895.jpg,28.75,35.42,184.0,16-32px,136.6,139.1,-2.5,4.86,236.8
train/IMG_0895.jpg,27.08,27.92,173.3,16-32px,130.7,104.3,26.4,3.93,79.6
train/IMG_0895.jpg,20.42,22.5,130.7,16-32px,132.6,129.2,3.4,0.03,68.7
train/IMG_0895.jpg,29.58,57.92,189.3,16-32px,151.1,131.4,19.7,3.26,262.2
train/IMG_0895.jpg,37.08,69.58,237.3,32-64px,137.5,108.9,28.6,4.78,146.1
train/IMG_0895.jpg,15.0,17.92,96.0,<16px,120.7,106.1,14.6,3.36,6.1
train/IMG_0895.jpg,31.25,44.17,200.0,16-32px,204.6,133.9,70.7,1.31,216.5
train/IMG_0895.jpg,26.25,31.67,168.0,16-32px,96.8,118.4,-21.7,0.42,66.3
train/IMG_0895.jpg,10.42,12.08,66.7,<16px,108.5,87.0,21.6,0.0,6.8
train/IMG_0895.jpg,7.08,11.25,45.3,<16px,93.3,105.7,-12.4,0.75,12.7
train/IMG_0895.jpg,22.5,23.33,144.0,16-32px,105.6,138.3,-32.7,2.77,371.0
train/IMG_0895.jpg,2.5,4.17,16.0,<16px,85.4,86.4,-1.0,0.31,0.7
train/IMG_0895.jpg,7.92,16.25,50.7,<16px,132.1,140.4,-8.3,5.15,62.1
train/IMG_0895.jpg,19.17,23.75,122.7,16-32px,135.5,148.7,-13.2,0.45,387.2
train/IMG_0896.jpg,31.67,68.33,202.7,16-32px,131.9,109.1,22.7,4.38,125.2
train/IMG_0896.jpg,37.08,38.75,237.3,32-64px,174.3,128.3,46.0,6.33,357.5
train/IMG_0896.jpg,24.58,56.67,157.3,16-32px,143.3,133.0,10.3,3.82,252.6
train/IMG_0896.jpg,31.25,42.92,200.0,16-32px,204.8,132.2,72.6,1.42,293.2
train/IMG_0896.jpg,27.08,27.92,173.3,16-32px,130.5,104.3,26.2,3.86,90.6
train/IMG_0896.jpg,24.17,26.25,154.7,16-32px,144.4,133.4,11.1,0.14,135.8
train/IMG_0896.jpg,23.75,33.33,152.0,16-32px,129.7,134.7,-5.0,4.61,272.8
train/IMG_0896.jpg,46.67,49.58,298.7,32-64px,143.6,115.6,28.0,3.02,528.8
train/IMG_0896.jpg,34.17,40.0,218.7,32-64px,183.2,118.8,64.4,4.76,416.0
train/IMG_0896.jpg,22.08,33.75,141.3,16-32px,141.5,122.9,18.6,5.96,127.9
train/IMG_0896.jpg,23.75,30.0,152.0,16-32px,113.2,126.9,-13.7,4.72,129.4
train/IMG_0896.jpg,27.92,32.08,178.7,16-32px,96.5,118.6,-22.1,0.47,75.1
train/IMG_0896.jpg,19.17,24.17,122.7,16-32px,135.5,150.1,-14.6,0.65,373.6
train/IMG_0896.jpg,21.25,24.58,136.0,16-32px,105.0,139.0,-34.0,3.14,335.8
train/IMG_0896.jpg,7.08,14.17,45.3,<16px,132.7,139.9,-7.2,6.35,42.2
train/IMG_0896.jpg,7.92,14.58,50.7,<16px,102.2,112.3,-10.1,1.33,43.7
train/IMG_0896.jpg,10.42,10.42,66.7,<16px,105.3,94.2,11.0,0.99,5.0
train/IMG_0897.jpg,21.25,53.33,136.0,16-32px,135.1,138.2,-3.1,3.71,238.8
train/IMG_0897.jpg,28.33,66.25,181.3,16-32px,127.9,109.6,18.3,3.92,120.7
train/IMG_0897.jpg,27.08,27.5,173.3,16-32px,131.8,104.5,27.4,3.92,84.6
train/IMG_0897.jpg,38.33,38.75,245.3,32-64px,174.0,127.9,46.2,6.27,416.2
train/IMG_0897.jpg,22.92,34.17,146.7,16-32px,141.3,122.8,18.4,5.98,198.0
train/IMG_0897.jpg,24.58,31.67,157.3,16-32px,113.0,126.5,-13.5,5.15,185.9
train/IMG_0897.jpg,34.58,40.0,221.3,32-64px,182.9,118.3,64.6,4.78,438.1
train/IMG_0897.jpg,44.17,47.5,282.7,32-64px,143.5,114.3,29.2,2.61,486.3
train/IMG_0897.jpg,19.58,33.33,125.3,16-32px,119.1,129.7,-10.6,4.72,190.5
train/IMG_0897.jpg,24.58,27.92,157.3,16-32px,146.8,136.4,10.4,0.92,112.7
train/IMG_0897.jpg,30.83,44.17,197.3,16-32px,204.9,131.4,73.5,1.75,282.9
train/IMG_0897.jpg,27.5,31.67,176.0,16-32px,96.6,119.3,-22.7,0.5,78.6
train/IMG_0897.jpg,22.5,24.17,144.0,16-32px,105.4,136.7,-31.3,3.55,349.6
train/IMG_0897.jpg,7.08,13.33,45.3,<16px,130.8,144.6,-13.8,6.18,31.7
train/IMG_0897.jpg,7.92,15.0,50.7,<16px,101.3,110.6,-9.3,0.81,51.5
train/IMG_0897.jpg,22.92,24.17,146.7,16-32px,104.8,136.8,-32.0,3.11,365.8
train/IMG_0897.jpg,19.17,24.17,122.7,16-32px,134.9,146.5,-11.6,0.58,399.2
train/IMG_0897.jpg,11.25,13.33,72.0,<16px,112.8,87.1,25.7,0.1,8.5
train/IMG_0898.jpg,27.5,28.33,176.0,16-32px,130.8,103.6,27.2,4.17,108.1
train/IMG_0898.jpg,37.92,39.17,242.7,32-64px,173.8,127.8,46.0,6.38,432.8
train/IMG_0898.jpg,24.17,34.17,154.7,16-32px,139.8,124.0,15.8,5.74,205.9
train/IMG_0898.jpg,24.58,30.42,157.3,16-32px,112.1,126.1,-14.0,4.58,176.0
train/IMG_0898.jpg,35.0,39.58,224.0,32-64px,182.6,118.0,64.6,4.73,519.6
train/IMG_0898.jpg,34.58,47.92,221.3,32-64px,143.9,116.9,27.0,2.62,513.0
train/IMG_0898.jpg,19.17,29.58,122.7,16-32px,114.6,126.3,-11.7,4.37,160.5
train/IMG_0898.jpg,20.42,23.75,130.7,16-32px,130.6,130.5,0.1,0.45,57.6
train/IMG_0898.jpg,27.5,32.92,176.0,16-32px,96.1,119.8,-23.7,0.25,96.0
train/IMG_0898.jpg,23.75,63.75,152.0,16-32px,124.5,110.2,14.3,3.73,103.1
train/IMG_0898.jpg,17.5,49.58,112.0,16-32px,129.2,135.3,-6.1,3.81,189.9
train/IMG_0898.jpg,18.75,24.17,120.0,16-32px,134.5,147.7,-13.2,0.65,440.4
train/IMG_0898.jpg,7.92,12.5,50.7,<16px,100.3,106.7,-6.4,1.52,37.3
train/IMG_0898.jpg,22.5,23.75,144.0,16-32px,105.5,133.6,-28.1,3.68,395.3
train/IMG_0898.jpg,7.08,15.42,45.3,<16px,131.1,143.0,-11.9,5.95,61.2
train/IMG_0898.jpg,10.42,11.25,66.7,<16px,126.9,94.4,32.4,0.38,6.4
train/IMG_0898.jpg,30.42,42.5,194.7,16-32px,205.0,130.7,74.3,1.52,284.0
train/IMG_0899.jpg,22.92,61.25,146.7,16-32px,122.6,111.6,11.0,3.6,144.5
train/IMG_0899.jpg,17.08,48.75,109.3,16-32px,128.8,134.9,-6.2,3.84,247.5
train/IMG_0899.jpg,27.08,27.92,173.3,16-32px,131.4,105.2,26.2,4.15,108.4
train/IMG_0899.jpg,38.75,39.58,248.0,32-64px,173.0,127.5,45.5,6.35,543.6
train/IMG_0899.jpg,24.58,35.0,157.3,16-32px,139.7,124.7,15.0,5.49,320.4
train/IMG_0899.jpg,25.42,30.42,162.7,16-32px,112.5,124.7,-12.2,4.81,265.9
train/IMG_0899.jpg,35.42,40.0,226.7,32-64px,181.9,117.7,64.2,4.59,594.5
train/IMG_0899.jpg,19.17,23.33,122.7,16-32px,134.6,146.5,-11.9,0.95,567.2
train/IMG_0899.jpg,35.42,47.5,226.7,32-64px,144.0,117.6,26.3,2.88,554.3
train/IMG_0899.jpg,19.17,28.75,122.7,16-32px,113.7,123.5,-9.8,3.26,123.8
train/IMG_0899.jpg,9.58,10.42,61.3,<16px,205.2,145.9,59.3,2.24,9.3
train/IMG_0899.jpg,27.92,32.08,178.7,16-32px,95.9,121.3,-25.4,0.5,135.5
train/IMG_0899.jpg,30.42,41.67,194.7,16-32px,205.2,129.3,75.9,1.77,377.1
train/IMG_0899.jpg,8.33,13.33,53.3,<16px,99.8,105.2,-5.3,1.85,50.4
train/IMG_0899.jpg,22.92,23.75,146.7,16-32px,104.9,132.8,-27.9,4.02,472.1
train/IMG_0899.jpg,22.5,33.75,144.0,16-32px,103.6,130.5,-26.9,3.39,906.5
train/IMG_0899.jpg,7.08,14.17,45.3,<16px,130.2,142.0,-11.8,6.49,59.7
train/IMG_0899.jpg,11.25,12.5,72.0,<16px,116.9,88.3,28.6,0.55,8.1
train/IMG_0900.jpg,37.92,39.17,242.7,32-64px,173.8,127.5,46.3,6.64,471.5
train/IMG_0900.jpg,24.58,34.58,157.3,16-32px,139.6,122.7,16.9,5.61,299.4
train/IMG_0900.jpg,24.58,30.83,157.3,16-32px,112.7,124.5,-11.9,4.68,250.1
train/IMG_0900.jpg,34.58,39.58,221.3,32-64px,182.1,117.6,64.5,4.63,548.0
train/IMG_0900.jpg,37.08,46.67,237.3,32-64px,144.9,115.0,29.9,2.93,563.8
train/IMG_0900.jpg,21.25,29.58,136.0,16-32px,117.7,122.5,-4.8,2.56,107.2
train/IMG_0900.jpg,9.17,31.67,58.7,<16px,108.2,103.2,5.1,3.16,73.1
train/IMG_0900.jpg,27.08,28.33,173.3,16-32px,131.6,104.0,27.7,3.99,100.2
train/IMG_0900.jpg,16.67,48.33,106.7,16-32px,127.9,135.9,-8.0,3.39,279.8
train/IMG_0900.jpg,22.5,60.0,144.0,16-32px,122.0,111.9,10.2,3.69,146.1
train/IMG_0900.jpg,28.75,32.08,184.0,16-32px,96.4,122.5,-26.1,0.06,154.7
train/IMG_0900.jpg,30.0,42.08,192.0,16-32px,205.2,129.4,75.8,1.55,367.0
train/IMG_0900.jpg,22.92,23.33,146.7,16-32px,104.8,131.7,-27.0,4.23,438.2
train/IMG_0900.jpg,22.5,34.17,144.0,16-32px,102.6,128.9,-26.3,3.15,840.6
train/IMG_0900.jpg,7.08,14.58,45.3,<16px,131.0,138.7,-7.7,5.36,70.0
train/IMG_0900.jpg,19.17,23.33,122.7,16-32px,134.1,147.6,-13.6,0.54,526.1
train/IMG_0900.jpg,12.92,13.33,82.7,<16px,114.3,87.0,27.2,0.53,10.3
train/IMG_0901.jpg,27.5,28.33,176.0,16-32px,130.8,104.5,26.3,3.95,107.8
train/IMG_0901.jpg,37.92,39.17,242.7,32-64px,174.0,127.5,46.6,6.52,493.3
train/IMG_0901.jpg,24.17,34.17,154.7,16-32px,139.0,121.8,17.2,5.4,275.0
train/IMG_0901.jpg,24.58,30.83,157.3,16-32px,112.3,124.4,-12.1,5.14,247.6
train/IMG_0901.jpg,34.58,40.0,221.3,32-64px,181.6,117.6,64.0,4.8,514.4
train/IMG_0901.jpg,19.17,24.58,122.7,16-32px,134.6,145.0,-10.3,0.74,558.3
train/IMG_0901.jpg,42.08,48.33,269.3,32-64px,144.3,112.3,32.1,2.86,789.9
train/IMG_0901.jpg,26.67,32.92,170.7,16-32px,127.9,125.2,2.8,3.14,214.0
train/IMG_0901.jpg,21.25,57.92,136.0,16-32px,120.5,112.4,8.1,3.58,135.6
train/IMG_0901.jpg,15.83,46.25,101.3,<16px,126.3,133.6,-7.3,3.68,226.9
train/IMG_0901.jpg,29.58,32.08,189.3,16-32px,96.5,122.1,-25.6,0.01,137.4
train/IMG_0901.jpg,11.67,12.5,74.7,<16px,121.1,87.9,33.1,0.38,8.7
train/IMG_0901.jpg,8.33,8.33,53.3,<16px,173.5,177.4,-3.9,3.02,4.4
train/IMG_0901.jpg,29.58,42.5,189.3,16-32px,205.4,130.3,75.1,1.65,402.3
